data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,#country+code,#event+code,,#date+occurred,,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,
5162430,404,KEN6877,6877,4/30/2019,2019,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Solai,0.0333,36.0333,1,Star (Kenya),National,"30 April: Squatters from Ndururumo farm in Solai, Nakuru county shot arrows and threw stones at the police to resist the eviction from the farm. They said they had been living on the farm for more than 50 years. [size=not reported]",0,1557247986,KEN
5162254,404,KEN6876,6876,4/25/2019,2019,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),7,17,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,1,Kenya Standard,National,25 April: A secondary school student was beaten and seriously injured by two police when he intervened the arrest of his classmate. ,0,1557247985,KEN
5146367,404,KEN6874,6874,4/23/2019,2019,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Samburu,Samburu North,Kirisia,Marti,1.4771,36.7236,1,Star (Kenya),National,"23 April: Police clashed with bandits in an operation to recover stolen cattle in Marti, Samburu. One police shot dead, three others seriously injured and two children abducted.",1,1556572283,KEN
5146368,404,KEN6875,6875,4/23/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Makueni,Kibwezi East,Kikumbulyu,Kibwezi,-2.4112,37.9652,1,Kenya Standard,National,23 April: Kibwezi residents held demonstration against Chinese company exhuming body parts from grave yard for road construction. [Size=No report],0,1556572283,KEN
5146366,404,KEN6873,6873,4/22/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),KRC: Kenya Red Cross; Aid Workers (Kenya),7,37,Eastern Africa,Kenya,Lamu,Lamu West,Shella,Lamu,-2.2717,40.902,1,Daily Nation (Kenya),National,"22 April: A red cross worker was shot dead by unidentified armed group in Lamu, Lamu west",1,1556572283,KEN
5130941,404,KEN6869,6869,4/19/2019,2019,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Murang'a,Kiharu,Township,Muranga,-0.7166,37.15,1,Star (Kenya),National,19 April: An angry mob set fire to the house of a court clerk based in Muranga over his decision to block the burial place of his son after commiting suicide. The clerk died in the fire. [size=no report],1,1555958739,KEN
5130940,404,KEN6868,6868,4/14/2019,2019,1,Riots,Mob violence,Rioters (Sudan),Refugees/IDPs (Sudan),5,Rioters (Sudan),Refugees/IDPs (Sudan),5,55,Eastern Africa,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.717,34.867,1,Radio Tamazuj,Regional,14 April: More than 50 people injured in the inter clan fight between Sudan refugees in Kakuma camp. The fight was an extension of an earlier dispute over love relationship between a boy and a girl from both communities. [size=no report],0,1555958739,KEN
5126961,404,KEN6867,6867,04/12/2019,2019,1,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,1,13,Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,1,Kenya Standard,National,"12 April: Armed men abducted 2 Cuban doctors in Mandera after killing their body guard, a police officer.",1,1555346747,KEN
5126960,404,KEN6866,6866,04/08/2019,2019,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Machakos,Machakos Town,Machakos Central,Machakos,-1.5167,37.2667,1,Star (Kenya),National,08 April: Kenyan police exchanged fire with a group of five gunmen who were pretending to be policemen and imposing illegal roadblock on the Machakos road. 3 killed.,3,1555346747,KEN
5119601,404,KEN6864,6864,04/06/2019,2019,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Bomet,Bomet East,Nyangores,Bomet,-0.7833,35.35,1,Star (Kenya),National,06 April: People on their way to a funeral clashed with police officers who stopped them for traffic control. They pelted the officers with stones and damaged vehicles. The police officers fired shots in the air to disperse the crowds. [size=no report],0,1554749632,KEN
5119602,404,KEN6865,6865,04/06/2019,2019,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Busia,Butula,Marachi East,Butula,0.3392,34.3342,1,Star (Kenya),National,06 April: Butula town community burned down Malambisia police camp following the death of a man in the prison cell. [size=no report],0,1554749632,KEN
5119600,404,KEN6863,6863,04/02/2019,2019,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Elgeyo-Marakwet,Marakwet East,Sambirir,Elegeyo-Marakwet,0.99,35.55,1,Kenya Standard,National,"02 April: ""Bandits"" shot dead two schoolchildren while raiding livestock in Marakawet East, Elgenyo.",2,1554749632,KEN
5119599,404,KEN6862,6862,04/01/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Aid Workers (Kenya),7,37,Eastern Africa,Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.3677,35.2831,1,Kenya Standard,National,01 April: A Daadab refugee camp worker was killed by unidentified armed men with his wife and son in Kericho town.,3,1554749632,KEN
5105353,404,KEN6861,6861,3/30/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,1,Kenya Standard,National,30 March: Matatu (14 seats taxi) operators held demonstration over the closing of their new stage by the county adminstration under unclear circumstances. [Size=Hundreds],0,1554141488,KEN
5105352,404,KEN6860,6860,3/27/2019,2019,1,Riots,Mob violence,Police Forces of Kenya (2013-),,1,Rioters (Kenya),,5,15,Eastern Africa,Kenya,Kilifi,Rabai,Rabai/Kisurutini,Mazeras,-3.9667,39.55,2,Kenya Standard,National,"27 March: A group of people ran to escape from the police and threw rocks at them in Rabai sub-county. Police fired at them, killing a 17 years old man [Size=10]",1,1554141488,KEN
5105351,404,KEN6859,6859,3/26/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Kenya Standard,National,26 March: Nairobi residents held demonstration over the slow pace of the road construction. [Size=Hundreds],0,1554141488,KEN
5022284,404,KEN6858,6858,3/23/2019,2019,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Bungoma,Kanduyi,Marakaru/Tuuti,Kibabii,0.6199,34.5275,1,Star (Kenya),National,22-23 March: Kibabi University students held demonstration after one of the students was injured by a car inside the school. Police used tear gas to disperse the protesters. [size=Hundreds],0,1553544834,KEN
5022283,404,KEN6857,6857,3/22/2019,2019,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Bungoma,Kanduyi,Marakaru/Tuuti,Kibabii,0.6199,34.5275,1,Star (Kenya),National,22-23 March: Kibabi University students held demonstration after one of the students was injured by a car inside the school. Police used tear gas to disperse the protesters. [size=Hundreds],0,1553544834,KEN
5022282,404,KEN6856,6856,3/18/2019,2019,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Star (Kenya),National,18 March: Members of Ekeza Sacco held demonstration over the misuse of funds by Sacco officials. Police used tear gas to disperse the protesters. [Size=Hundreds],0,1553544834,KEN
5016975,404,KEN6855,6855,3/16/2019,2019,1,Protests,Excessive force against protesters,Police Forces of Kenya (2013-),,1,Protesters (Kenya),,6,16,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.75,1,Kenya Standard,National,16 March: At least five people seriously injured as police tried to disperse demonstrators who were protesting over the killing of a school teacher by the police. [Size=several],0,1552932719,KEN
5016974,404,KEN6854,6854,3/14/2019,2019,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Teachers (Kenya),7,17,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.75,1,Kenya Standard,National,14 March: A police officer shot and killed a school teacher in Kakamega for unknown reason,1,1552932719,KEN
5016973,404,KEN6853,6853,3/13/2019,2019,1,Battles,Armed clash,Oromo Ethnic Militia (Kenya),,4,Gabra Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Saku,2.3333,37.9833,1,Star (Kenya),National,13 March: 3 people killed in ethnic clash between Borana Oromo and Gabra tribes in Saku.,3,1552932719,KEN
5016972,404,KEN6852,6852,03/12/2019,2019,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nyamira,West Mugirango,Bogichora,Nyamira,-0.5666,34.9167,1,Daily Nation (Kenya),National,"12 March: A mob beat and threw stones at police officers in Nyamira village, leaving four injured including two seriously and property damaged. [Size=no report]",0,1552932719,KEN
4555008,404,KEN6850,6850,03/08/2019,2019,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Elgeyo-Marakwet,Marakwet East,Sambirir,Elegeyo-Marakwet,0.99,35.55,1,Star (Kenya),National,08 March: Police officer shot and killed a civilian in Elgeyo-Marakwet. Witnesses said that the police officer and a man had a quarrel over woman,1,1552576388,KEN
4555009,404,KEN6851,6851,03/08/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,Star (Kenya),National,08 March: Mombasa Women protested over the inequality of women and Men in Kenya. [size=over 50],0,1552576388,KEN
4555289,404,KEN6849,6849,03/07/2019,2019,1,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2013-),,1,13,Eastern Africa,Kenya,Kiambu,Limuru,Limuru East,Limuru,-1.1,36.65,1,Star (Kenya),National,07 March: Unidentified armed group stopped police car and started firing at them. The police fired back and killed two of them and left two wounded in Limuru,2,1552576388,KEN
5118531,404,KEN6848,6848,03/01/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Bungoma,Kanduyi,Khalaba,Bungoma,0.5635,34.5606,1,Star (Kenya),National,01 March: Bungoma High school students protested against school principal. [size=no report],0,1554749631,KEN
5118530,404,KEN6847,6847,2/28/2019,2019,1,Violence against civilians,Attack,Migori Communal Militia (Kenya),,4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Migori,Suna West,Ragana-Oruba,Migori,-1.0667,34.4667,1,Star (Kenya),National,"28 February: Nyang'au villagers carried out an attack on a family suspected of practising witchcraft and torched their five houses. Six people died in the attack in Rongo constituency, Migori county.",6,1554749631,KEN
5118528,404,KEN6845,6845,2/27/2019,2019,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,1,Star (Kenya),National,27 February: A civilian shot dead by armed men in Kainuk in retliation for an earlier attack on a herder in Kambi.,1,1554749631,KEN
5118527,404,KEN6844,6844,2/27/2019,2019,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,West Pokot,Kapenguria,Kapenguria,Kambi,1.3416,35.2525,1,Star (Kenya),National,"27 February: A civilian was shot and killed by ""bandits"" while herding his livestock in Kambi in West Pokot, on the Kainuk-Kapenguria road (approx coordinates used). No looting reported.",1,1554749631,KEN
5118526,404,KEN6843,6843,2/27/2019,2019,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,West Pokot,Kacheliba,Kapchok,Morita,1.7833,35.05,2,Star (Kenya),National,27 February: Kenyan police killed two armed men who were transporting illegal ammunition in West Pokot County.,2,1554749631,KEN
5118529,404,KEN6846,6846,2/27/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Labour Group (Kenya),7,37,Eastern Africa,Kenya,Makueni,Makueni,Kasikeu,Sultan Hamud,-2.0204,37.3721,1,Star (Kenya),National,"27 February: A woman was shot and killed and another - a shopkeeper- shot and injured by unknown ""bandits"" in Sultan Hamud town. No looting reported.",1,1554749631,KEN
5118525,404,KEN6842,6842,2/24/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),Farmers (Kenya),6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Saboti,Matisi,Kitale,1.0167,35,3,NTV (Kenya),National,24 February: Trans Nzoia farmers held demonstration over the delays in purchase of their products by National Cereals and Produce Board due to lack of bags for storage [size=no report],0,1554749631,KEN
4559504,404,KEN6841,6841,2/22/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Migori,Suna West,Ragana-Oruba,Migori,-1.0667,34.4667,1,Star (Kenya),National,22 February: Migori residents protested over the rising insecurity and the inability of Kenyan police to tackle criminality in Kenya,0,1552576396,KEN
4560172,404,KEN6840,6840,2/20/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kericho,Buret,Litein,Litein,-0.5833,35.1833,1,Kenya Standard,National,20 February: Litein residents protested over the rising insecurity. They expressed feelings of insecurity and their loss of trust in Kenyan police to protect them from the gangs,0,1552576397,KEN
4561550,404,KEN6838,6838,2/16/2019,2019,1,Battles,Armed clash,Pokot Ethnic Militia (Kenya),,4,Turkana Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,1,Star (Kenya),National,16 February: Three people including a police officer died in clashes between Pokot and Turkana communties in Kainuk.,0,1552576399,KEN
4563001,404,KEN6837,6837,02/12/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Star (Kenya),National,12 February: Nairobi workers held a demonstration over the country's failure to increase their salary by 15%.,0,1552576401,KEN
4564831,404,KEN6836,6836,02/07/2019,2019,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,2,Star (Kenya),National,"On February 07, the body of a missing human rights activist was found in the city mortuary. Date and location of killing unclear. Some medias say that she died from excessive bleeding as a result of botched abortion in a clinic.",1,1552576403,KEN
4564852,404,KEN6839,6839,02/07/2019,2019,1,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Murang'a,Gatanga,Gatanga,Gatanga,-0.9333,36.9667,1,Star (Kenya),National,07 February: A member of Kenyan police raped a 13 years old girl.,0,1552576403,KEN
4566263,404,KEN6833,6833,02/02/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Kiambu,Kikuyu,Kikuyu,Thogoto,-1.2692,36.6713,2,Star (Kenya),National,02 February: Two dead bodies were found on the Kikuyu road. No group has claimed responsibility yet,2,1552576404,KEN
4566264,404,KEN6834,6834,02/02/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Saboti,Matisi,Kitale,1.0167,35,1,Twitter,National,02 February: Residents around Kitale-Eldoret highway protested against land grabbing,0,1552576404,KEN
4566525,404,KEN6831,6831,02/01/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.5167,35.2833,1,Twitter,National,01 February: Eldoret residents protested against the killing of civilians by police officers.,0,1552576405,KEN
4566526,404,KEN6832,6832,02/01/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),Health Workers (Kenya); Labour Group (Ethiopia),6,,,0,60,Eastern Africa,Kenya,Taita Taveta,Taveta,Mboghoni,Taveta,-3.3988,37.6834,2,Star (Kenya),National,01 February: Taita Taveta county nurses protested over poor medical equipmrnt and understaffing in public health centers,0,1552576405,KEN
4566846,404,KEN6830,6830,1/31/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,Twitter,National,31 January: Unidentified gunmen killed a civilian in Mombasa,1,1552576405,KEN
4567131,404,KEN6829,6829,1/30/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Makueni,Makueni,Wote,Wote,-1.7808,37.6288,1,Star (Kenya),National,"30 January: Unidentified gunmen abducted and killed a civilian in Wote, Makueni county.",1,1552576406,KEN
4567442,404,KEN6835,6835,1/30/2019,2019,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nairobi,Ruaraka,Baba Dogo,Kariobangi,-1.2407,36.8804,1,Star (Kenya),National,30 January (on or around): A woman went missing. Her body was found in the city mortuary in Kariobangi South on February 4th. No group has claimed a responsibility yet,1,1552576406,KEN
4569032,404,KEN6792,6792,1/24/2019,2019,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Nairobi,Embakasi East,Embakasi,Embakasi,-1.333,36.901,1,Star (Kenya),National,24 January: Police killed a suspected thief. The residents insisted he was an innocent man who was a victim of extrajudicial killing,1,1552576408,KEN
4569296,404,KEN6790,6790,1/23/2019,2019,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Murang'a,Kandara,NgAraria,Muruka,-0.9333,37.05,1,Daily Nation (Kenya),National,"23 January: In Muruka village, a civilian was shot and wounded by a police officer who was mad after his favourite football team lost. He later died in the hospital",1,1552576408,KEN
4569297,404,KEN6791,6791,1/23/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kajiado,Kajiado Central,Ildamat,Kajiado,-1.85,36.7833,1,NTV (Kenya),National,"23 January: In Kajiado sub-county, Nkatataek mixed secondary school students' parents protested against the school's adminstration",0,1552576408,KEN
4569645,404,KEN6789,6789,1/22/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Star (Kenya),National,"22 January: In Nariobi, Kenya, University students held demonstration over increased extrajudicial killings of students by police.",0,1552576408,KEN
4569998,404,KEN6786,6786,1/21/2019,2019,1,Violence against civilians,Attack,Maasai Ethnic Militia (Kenya),,4,Civilians (Kenya),Farmers (Kenya),7,47,Eastern Africa,Kenya,Nakuru,Njoro,Mau Narok,Mau Narok,-0.6,36,1,Daily Nation (Kenya),National,"21 January: In Mau Narok, Nakuru county, two farmers were injured in an attak carried out by suspected Maasai ethnic militias. Maasai tribe members have been complaining that the farm was taken away from their ancestors and want to get it back.",0,1552576409,KEN
4569999,404,KEN6787,6787,1/21/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),Farmers (Kenya); Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.5167,35.2833,1,Star (Kenya),National,21 January: Eldoret farmers protested over NCPB (National Cereals and Produce Board) failure to buy maize from them even though president Uhuru had ordered them to buy,0,1552576409,KEN
4570000,404,KEN6788,6788,1/21/2019,2019,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Nakuru,Njoro,Mau Narok,Mau Narok,-0.6,36,1,Daily Nation (Kenya),National,"21 January : In Mau Narok trading center, youths lit bonfires and barricaded the Njoro-Mau Narok road to protest the attack against farmers earlier that day.",0,1552576409,KEN
4570581,404,KEN6784,6784,1/19/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,West Pokot,Pokot South,Chepareria,Bukwo,1.466,35.81,3,Star (Kenya),National,"19 January: In West Pokot county, an armed bandit shot and killed a 10 year old child.",1,1552576409,KEN
4570698,404,KEN6785,6785,1/19/2019,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Star (Kenya),National,19 January: Two people were injured when suspected IED went off outside a restaurant in Nairobi.,0,1552576410,KEN
5145227,404,KEN6783,6783,1/16/2019,2019,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),Police Forces of Kenya (2013-),1,12,Eastern Africa,Kenya,Nairobi,Westlands,Parklands/Highridge,Westlands,-1.2682,36.8091,1,Kenya Standard; BBC News; Reuters,National,"15-16 January: Al Shabaab militants attacked the DusitD2 hotel in Westlands, Nairobi using hand grenades, guns, suicide bombings and blowing up vehicles. Soldiers and police reacted with gunfire. 21 people total (including the attackers, civilians and one member of security forces) were killed in the attack. It is not clear if the al Shabaab fatalities were due to suicide bombings or the security response. 28 others were injured. The attack began on the afternoon of the 15th and carried into the following day. One American and one Briton were among the dead.",1,1556572281,KEN
5146365,404,KEN6872,6872,1/16/2019,2019,1,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Civilians (International),7,27,Eastern Africa,Kenya,Nairobi,Westlands,Parklands/Highridge,Westlands,-1.2682,36.8091,1,Kenya Standard; BBC News; Reuters,National,"15-16 January: Al Shabaab militants attacked the DusitD2 hotel in Westlands, Nairobi using hand grenades, guns, suicide bombings and blowing up vehicles. Soldiers and police reacted with gunfire. 21 people total (including the attackers, civilians and one member of security forces) were killed in the attack. It is not clear if the al Shabaab fatalities were due to suicide bombings or the security response. 28 others were injured. The attack began on the afternoon of the 15th and carried into the following day. One American and one Briton were among the dead.",10,1556572283,KEN
4571907,404,KEN6782,6782,1/15/2019,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),Taxi Drivers (Kenya); Labour Group (Kenya),5,,,0,50,Eastern Africa,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.4167,36.95,1,Star (Kenya),National,15 January: Taxi and mutatu drivers protested against the bad road condition. They burned tyres and carried banana leaves on the road as they protested,0,1552576411,KEN
5146363,404,KEN6870,6870,1/15/2019,2019,1,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Civilians (International),7,27,Eastern Africa,Kenya,Nairobi,Westlands,Parklands/Highridge,Westlands,-1.2682,36.8091,1,Kenya Standard; BBC News; Reuters,National,"15-16 January: Al Shabaab militants attacked the DusitD2 hotel in Westlands, Nairobi using hand grenades, guns, suicide bombings and blowing up vehicles. Soldiers and police reacted with gunfire. 21 people total (including the attackers, civilians and one member of security forces) were killed in the attack. It is not clear if the al Shabaab fatalities were due to suicide bombings or the security response. 28 others were injured. The attack began on the afternoon of the 15th and carried into the following day. One American and one Briton were among the dead.",10,1556572283,KEN
5146364,404,KEN6871,6871,1/15/2019,2019,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Kenya (2013-),Police Forces of Kenya (2013-),1,12,Eastern Africa,Kenya,Nairobi,Westlands,Parklands/Highridge,Westlands,-1.2682,36.8091,1,Kenya Standard; BBC News; Reuters,National,"15-16 January: Al Shabaab militants attacked the DusitD2 hotel in Westlands, Nairobi using hand grenades, guns, suicide bombings and blowing up vehicles. Soldiers and police reacted with gunfire. 21 people total (including the attackers, civilians and one member of security forces) were killed in the attack. It is not clear if the al Shabaab fatalities were due to suicide bombings or the security response. 28 others were injured. The attack began on the afternoon of the 15th and carried into the following day. One American and one Briton were among the dead.",0,1556572283,KEN
4572176,404,KEN6781,6781,1/14/2019,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Farmers (Kenya); Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,1,Star (Kenya),National,14 January: Kisumu sugar cane farmers protested against the the lack of representation in new sugar task force,0,1552576411,KEN
4572728,404,KEN6780,6780,01/12/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,1,NTV (Kenya),National,12 January: Narok residents held a demonstration against the authorities over increasing road accidents,0,1552576412,KEN
4573015,404,KEN6779,6779,01/11/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Farmers (Kenya),7,37,Eastern Africa,Kenya,Bomet,Konoin,Chepchabas,Maemba Village,-0.5,35.25,2,Star (Kenya),National,"11 January: In Bomet county, Konoin, one civilian was found dead in a tea farm. No group has claimed responsibility.",1,1552576412,KEN
4573685,404,KEN6778,6778,01/09/2019,2019,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Makueni,Makueni,Wote,Wote,-1.7808,37.6288,2,Star (Kenya),National,"09 January: In Makeuni county, Wote residents protested against the death of a 16 year old kid, claiming that he was bewitched by a woman. Protesters demanded the woman to ressurect the kid but they were dispersed by police.",0,1552576413,KEN
4573686,404,KEN6777,6777,01/09/2019,2019,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.5167,35.2833,1,Star (Kenya),National,"09 January: In Usasin Gisha county, millers in Eldoret city protested against the order to vacate NCPB (National Cereals and Produce Board) store. They had been using the store for 18 years prior to the order",0,1552576413,KEN
4574822,404,KEN6775,6775,01/05/2019,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Kenya,Nairobi,Roysambu,Kahawa West,Kahawa,-1.1834,36.9165,1,Kenya Standard,National,05 January: Kahawa residents protested over poor state road condition.,0,1552576415,KEN
4574823,404,KEN6776,6776,01/05/2019,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Kenya,Kajiado,Kajiado Central,Ildamat,Kajiado,-1.85,36.7833,1,Star (Kenya),National,05 January: Water vendors in Kajiado protested against the new directive by the county adminstration to desalinate all salty water.,0,1552576415,KEN
4575560,404,KEN6774,6774,01/03/2019,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Kenya,Homa Bay,Homa Bay,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Star (Kenya),National,03 January: Homa Bay town community protested against the hiked Matatu (Private minibus) fare.,0,1552576416,KEN
