data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,#country+code,#event+code,,#date+occurred,,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,
4867881,404,KEN4636,4636,11/17/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,The Star (Nairobi),National,University of Nairobi students riot over a prolonged power blackout. The students stoned motorists driving by and robbed pedestrians who were using the road at the time of the blackout. No injuries reported.,0,1552577397,KEN
4867905,404,KEN4632,4632,11/16/2014,2014,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Mombasa,Nyali,Frere Town,Kisauni,-4.0333,39.6833,1,The Star (Nairobi),National,"Police raid two Kisauni mosques during the evening hours, arrest 250+ suspects. One death from the raids reported.",1,1552577397,KEN
4868004,404,KEN4631,4631,11/14/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Daily Nation (Kenya),National,A womens group in suburban Nairobi protests lenient penalties on the sale of illegal alcohol.,0,1552577398,KEN
4868103,404,KEN4630,4630,11/12/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Tharaka-Nithi,Nithi,Karingani,Chuka,-0.3333,37.65,1,The Star (Nairobi),National,"Two suspected criminals were beaten up and burned by a mob in Chuka Igambangombe constituency. Police rescued the suspects, who suffered severe burns.",0,1552577398,KEN
4868205,404,KEN4629,4629,11/11/2014,2014,1,Battles,Armed clash,Samburu Ethnic Militia (Kenya),,4,Turkana Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Isiolo,Isiolo North,Bulla Pesa,Isiolo,0.3546,37.5822,1,Xinhua,International,"At least eight people were killed and four others seriously injured in inter- communal clashes in northern Kenyas Isiolo County. The clash reportedly lasted for several hours. The clash occurred at Leruko on Isiolo side, a few meters from the bridge that connects Isiolos Buffalo Springs game reserve with Samburu Park.",8,1552577398,KEN
4868334,404,KEN4628,4628,11/09/2014,2014,1,Battles,Armed clash,Nandi Ethnic Militia (Kenya),,4,Luhya Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.75,2,Kenya Standard,National,"A tribal clash over land causes the death of one and several houses destroyed. The clash occurred in Kuvasali village, Kakamega County.",1,1552577398,KEN
4868344,404,KEN4627,4627,11/09/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,Capital FM (Nairobi),National,One is dead and several injured when a group protesting over extra-judicial killings and insecurity becomes violent. Several roads were also reported barricaded. The riot was centrally sparked to avenge the killing of terror suspect Hassan Guti. Several arrests reported.,1,1552577398,KEN
4868360,404,KEN4626,4626,11/08/2014,2014,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Al Shabaab,7,37,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,Capital FM (Nairobi),National,Unidentified persons shoot and kill an al Shabaab suspect in the Majengo area. The suspect was driving with his wife and niece. The assailants are rumoured to be members of a Kenyan Anti-militant unit. The killing sparked a violent protest several days later.,1,1552577398,KEN
4868461,404,KEN4625,4625,11/06/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.1191,35.5973,1,Daily Nation (Kenya),National,Residents protest in Lodwar over area insecurity for a second day.,0,1552577398,KEN
4868511,404,KEN4622,4622,11/05/2014,2014,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Uasin Gishu,Kesses,Cheptiret/Kipchamo,Cheptiret,0.3363,35.3634,1,The Star (Nairobi),National,"Following heavy-handed treatment by police against a MP, residents of Cheptiret protest the action, calling for the local police station to be shut down. Exact date not known - source date is 07/11.",0,1552577398,KEN
4868512,404,KEN4623,4623,11/05/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.1191,35.5973,1,The Star (Nairobi),National,"Students protest in Lodwar, Turkana county over recent insecurity in the region. The group threatened to halt oil exploration in the area if the government did not act. The protest is mainly a reaction to an attack on a police post in Kapedo over the weekend.",0,1552577398,KEN
4868549,404,KEN4621,4621,11/05/2014,2014,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Tiaty,Ribkwo,Kapedo,1.1692,36.0955,1,The Star (Nairobi),National,"A security operation against a group of Pokot militia yields the recovery of weapons and the deaths of six bandits, who had been launching attacks in the area recently. An MP said banditry attacks were instigated by people who want Kapedo to be annexed to Baringo.",6,1552577398,KEN
4868556,404,KEN4624,4624,11/05/2014,2014,2,Riots,Mob violence,Police Forces of Kenya (2013-),,1,Rioters (Kenya),,5,15,Eastern Africa,Kenya,Uasin Gishu,Kesses,Cheptiret/Kipchamo,Cheptiret,0.3363,35.3634,1,The Star (Nairobi),National,"A Kapseret MP is slapped, pushed to the ground and stamped on the chest for refusing to comply with a police traffic order. The action spurred a protest against the police. Exact date not known - source date is 07/11.",0,1552577398,KEN
4868582,404,KEN4618,4618,11/04/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Homa Bay,Homa Bay,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,The Star (Nairobi),National,Residents of Homa Bay town and its environs protest against a three-day power blackout.,0,1552577398,KEN
4868583,404,KEN4619,4619,11/04/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Elgeyo-Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,1,The Star (Nairobi),National,Residents protest against an MP over a tax law violation.,0,1552577398,KEN
4868584,404,KEN4620,4620,11/04/2014,2014,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Muslim Group (Kenya),7,37,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,The Star (Nairobi),National,An outspoken moderate Muslim cleric and al Shabaab critic was assassinated outside his mosque in Mombasa. Perpetrators remain unknown.,1,1552577398,KEN
4868650,404,KEN4616,4616,11/03/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,The Star (Nairobi),National,Dock workers protest at Mombasa port against inter-political union activities.,0,1552577399,KEN
4868693,404,KEN4617,4617,11/03/2014,2014,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Lamu,Lamu West,Shella,Lamu,-2.2717,40.902,1,The Star (Nairobi),National,A group of youths threw stones at Administration Police officers on night curfew patrol in Lamu. The officers were pelted with stones from a rooftop. No reported injures. The rioters were adverse to the curfew.,0,1552577400,KEN
4868739,404,KEN4615,4615,11/02/2014,2014,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,The Star (Nairobi),National,Six al Shabaab suspects were shot dead and a soldier seriously injured in an attempted invasion of the KDF Nyali Barracks in Mombasa early in the day.,6,1552577400,KEN
4868779,404,KEN4612,4612,11/01/2014,2014,1,Violence against civilians,Attack,Garjel Communal Militia (Kenya),,4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,1,Kenya Standard,National,One person was hacked to death and four others seriously injured in a fresh attack in Bora Moyo village of Kipini. The violence began when a militia from Garjel community attacked the town when they believed its residents had stolen a herd of goats.,1,1552577400,KEN
4868809,404,KEN4613,4613,11/01/2014,2014,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Pokot Ethnic Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Tiaty,Ribkwo,Kapedo,1.1692,36.0955,1,The Star (Nairobi),National,"At least 24 police officers and Kenya Police Reservists (KPR) are feared dead, 17 injured, in a fresh attack in Kapedo in Tiaty Sub-county Baringo County after Pokot raiders attacked the at Lomelo and Kapau areas of the city.",24,1552577400,KEN
4868816,404,KEN4614,4614,11/01/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,Kiambu,Juja,Kalimoni,Juja,-1.1833,37.1167,1,The Star (Nairobi),National,The Jomo Kenyatta University of Agriculture and Technology (JKUAT) has been closed indefinitely after students went on rampage over a fee.,0,1552577400,KEN
4868866,404,KEN4611,4611,10/31/2014,2014,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Kapedo Communal Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Tiaty,Ribkwo,Kapedo,1.1692,36.0955,1,Agence France Presse,International,Seven police members are dead and 17 missing following an attack on their post by local tribesmen. Attackers targeted three police vehicles and burned one of them. The motive for the attack is not known. A similar attack occurred in the area the previous week.,7,1552577400,KEN
4868975,404,KEN4610,4610,10/29/2014,2014,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Lamu,Lamu West,Shella,Lamu,-2.2717,40.902,1,Daily Nation (Kenya),National,Traders in Lamu protest for a second consecutive day. Police reported involvement.,0,1552577400,KEN
4869029,404,KEN4609,4609,10/29/2014,2014,1,Battles,Armed clash,Adol Clan Dinka Ethnic Militia (South Sudan),,4,Lou Nuer Ethnic Militia (South Sudan),,4,44,Eastern Africa,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.717,34.867,1,Hiiraan,Regional,Fighting between two South Sudanese tribes carries over into a second day.,4,1552577400,KEN
4869072,404,KEN4605,4605,10/28/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,West Pokot,Kapenguria,Kapenguria,Kapenguria,1.2389,35.1119,1,The Star (Nairobi),National,Students of Laikipia University in Kitale and Kapenguria protest the college CEOs decision to relocate them to the Eldoret campus.,0,1552577400,KEN
4869073,404,KEN4607,4607,10/28/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Manyatta,Kirimari,Embu,-0.5333,37.45,1,The Star (Nairobi),National,A vigilante mob attack and kill a robbery suspect in the Nduuri of Embu.,1,1552577400,KEN
4869074,404,KEN4608,4608,10/28/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nyandarua,Ol Kalou,Kaimbaga,Ol Kalou,-0.2709,36.3792,1,The Star (Nairobi),National,A vigilante mob lynch a murder suspect in Mukindu village in Ol Kalou.,1,1552577400,KEN
4869109,404,KEN4603,4603,10/28/2014,2014,1,Battles,Armed clash,Adol Clan Dinka Ethnic Militia (South Sudan),,4,Lou Nuer Ethnic Militia (South Sudan),,4,44,Eastern Africa,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.717,34.867,1,Hiiraan,Regional,"Nine refugees are known to have been killed and a number of others wounded in days of fighting in the Kakuma refugee camp. The fighting started after an attempted rape of a nine-year-old Nuer girl by a Dinka boy. Though the fighting mainly centered between the two South Sudanese actors, several others from Central Africa were also involved.",5,1552577400,KEN
4869115,404,KEN4604,4604,10/28/2014,2014,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Lamu,Lamu West,Shella,Lamu,-2.2717,40.902,1,Capital FM,National,Lamu residents have again taken to the streets to protest the continued extension of the night curfew which has been in force for more than three months now. Police were deployed to disperse the protesters.,0,1552577400,KEN
4869116,404,KEN4606,4606,10/28/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Saboti,Matisi,Kitale,1.0167,35,1,The Star (Nairobi),National,Students of Laikipia University in Kitale and Kapenguria protest the college CEOs decision to relocate them to the Eldoret campus.,0,1552577400,KEN
4869183,404,KEN4601,4601,10/27/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kirinyaga,Kirinyaga Central,Kerugoya,Kerugoya,-0.4989,37.2803,1,The Star (Nairobi),National,"Mutige Secondary School students walked out in protest against the administrations failure to address their grievances (the students want medical attention for the injured, new toilets, transport and leakage in classrooms and dormitories fixed). The more than 200 students marched to the countys headquarters in Kerugoya.",0,1552577400,KEN
4869184,404,KEN4602,4602,10/27/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kilifi,Malindi,Shella,Malindi,-3.22,40.12,1,The Star (Nairobi),National,Residents of the Milano area of Malindi town demonstrated against the buying of land by a business tycoon.,0,1552577400,KEN
4869276,404,KEN4600,4600,10/25/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Vihiga,Vihiga,Central Maragoli,Majengo,0.0333,34.7167,1,The Star (Nairobi),National,"Residents of Majengo town in Vihiga county protest, demanding an audience with the Governor of the region to express their grievance over a recent spate of robberies.",0,1552577400,KEN
4869336,404,KEN4599,4599,10/24/2014,2014,1,Strategic developments,Other,Muslim Militia (Kenya),,4,Civilians (Kenya),Muslim Group (Kenya),7,47,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,The Star (Nairobi),National,"Non-violent activity: A group of Muslim youth forcibly overtake a mosque in Mombasa, and ejected its moderate imam and management committee. Injuries/causalities not known.",0,1552577400,KEN
4869434,404,KEN4597,4597,10/22/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kwale,Lunga Lunga,Vanga,Maguguni,-4.636,39.2078,1,The Star (Nairobi),National,Residents of Maguguni protest along the Mombasa-Nairobi highway for five hours to protest grabbing of the land by CORD corporation leader Raila Odinga. CORD is apparently interested in petroleum prospects on the plot.,0,1552577401,KEN
4869435,404,KEN4598,4598,10/22/2014,2014,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Garissa,Dujis,Iftin,Garissa,-0.4536,39.6461,1,The Star (Nairobi),National,"Twelve people were injured, four of them critically at Bula Sheikh in Garissa town when unknown assailants hurled a grenade at a shop.",0,1552577401,KEN
4869489,404,KEN4595,4595,10/22/2014,2014,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Kapedo Communal Militia (Kenya),,4,14,Eastern Africa,Kenya,Baringo,Tiaty,Ribkwo,Kapedo,1.1692,36.0955,1,Agence France Presse,International,"Suspected local tribesmen attack a police post in Kapedo. Five dead, including three police officers.",5,1552577401,KEN
4869497,404,KEN4596,4596,10/22/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.5167,35.2833,1,Daily Nation (Kenya),National,University of Eldoret students took to the streets in protest over a directive that they sit special exams. The students claimed that they were not ready for the exams and that they were not given time to prepare.,0,1552577401,KEN
4869535,404,KEN4594,4594,10/21/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.4167,36.95,1,The Star (Nairobi),National,"Dedan Kimathi University of Technology in Nyeri closed indefinitely following a protest by the students against the alleged incompetence of their Vice Chancellor. The over 500 students shattered window panes in lecture halls; destroyed two university buses, a private vehicle and the students welfare building; set a thicket in the school on fire and harassed motorists along Nyeri-Nyahururu highway. They later engaged armed police officers in running battles before they were dispersed with teargas. A police officer reported an injury. There were additional riots at Karatina University, also in Nyeri.",0,1552577401,KEN
4869642,404,KEN4593,4593,10/20/2014,2014,1,Riots,Mob violence,Rioters (Kenya),TNA: The National Alliance,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Kirinyaga,Kirinyaga Central,Kerugoya,Kerugoya,-0.4989,37.2803,1,Daily Nation (Kenya),National,Mashujaa Day celebrations were disrupted when supporters of a Kirinyaga Central MP (TNA) engaged youths (affiliation unknown) at Kerugoya Stadium. Chaos erupted when the youths stormed the venue of the event and started booing the MP as he addressed residents. Injuries reported.,0,1552577401,KEN
4869740,404,KEN4592,4592,10/18/2014,2014,1,Battles,Armed clash,Military Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,1,The Star (Nairobi),National,KDF forces kill five suspected al Shabaab fighters who were attempting to drive an explosive laden car into Kenya from Ethiopia. Mandera is situated at a point where a border is shared by both Ethiopia and Somalia.,5,1552577401,KEN
4869812,404,KEN4590,4590,10/17/2014,2014,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,1,Xinhua,International,Unknown gunmen killed a police officer near the border with Somalia before escaping.,1,1552577401,KEN
4869821,404,KEN4591,4591,10/17/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),Muslim Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu West,Shella,Lamu,-2.2717,40.902,1,The Star (Nairobi),National,200+ Muslims demonstrated against the 6pm-6am curfew in [Kenya] on Lamu Island. The group asserted the curfew hurts the local fishing economy.,0,1552577401,KEN
4869972,404,KEN4586,4586,10/15/2014,2014,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Government of Kenya (2013-),7,37,Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,1,Xinhua,International,"A senior Kenyan county official escaped death narrowly after an Improvised Explosive Device (IED) exploded as he was being driven to his office in the border town of Rhamu, Mandera. Perpetrators not known. Two injuries reported.",0,1552577401,KEN
4869893,404,KEN4589,4589,10/15/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,West Pokot,Kapenguria,Mnagei,Makutano,1.2577,35.0927,1,The Star (Nairobi),National,"Drivers in Makutano and Kapenguria towns, West Pokot protested against the poor state of the Makutano-Alale road outside of Makutano. They blocked the road to the governor and county commissioners offices for several hours.",0,1552577401,KEN
4869952,404,KEN4587,4587,10/15/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,West Pokot,Kapenguria,Kapenguria,Kapenguria,1.2389,35.1119,1,The Star (Nairobi),National,"Drivers in Makutano and Kapenguria towns, West Pokot protested against the poor state of the Makutano-Alale road outside of Makutano. They blocked the road to the governor and county commissioners offices for several hours.",0,1552577401,KEN
4869953,404,KEN4588,4588,10/15/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Narok,Narok South,Shankoe,Kilgoris,-1.0077,34.8806,2,The Star (Nairobi),National,Members of the Olomismis Group Ranch in Trans Mara protested against their officials mismanagement. The exact location of the protest is not known.,0,1552577401,KEN
4870107,404,KEN4585,4585,10/13/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kiambu,Limuru,Limuru Central,Kwambira,-1.1087,36.6424,1,The Star (Nairobi),National,"Protesters blocked the Nairobi Nakuru highway at Kwambira in Limuru after a 43 year old man was found murdered near his home. The protesters lit bonfires and blocked the road with stones, accusing the government of laxity in providing security.",0,1552577402,KEN
4870223,404,KEN4584,4584,10/11/2014,2014,1,Battles,Armed clash,Police Forces of Kenya (2013-),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,Daily Nation (Kenya),National,"A police officer is killed by two suspected al Shabaab outside the Royal Court Hotel on Haile Selassie Road, Mombasa. Sources said the killing may be a revenge mission after police recently killed a man they said was a wanted suspect with links to Al-Shabaab.",1,1552577402,KEN
4870250,404,KEN4582,4582,10/10/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Busia,Teso North,AngUrai North,Teso North,0.7167,34.35,2,The Star (Nairobi),National,"Residents of Teso North took to the streets to protest against the state of roads in the sub county. The protest, which drew more than 100 participants from Angurai, Aedo Moru and Kakapel, blamed politicians for the poor infrastructure. The exact location of the protest was not reported.",0,1552577402,KEN
4870251,404,KEN4583,4583,10/10/2014,2014,1,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),,7,27,Eastern Africa,Kenya,Lamu,Lamu East,Basuba,Milimani,-1.7758,40.8375,2,The Star (Nairobi),National,"Five passengers in two Miraa [mild narcotic] vans from Lamu to Ijara town were during the morning hours hijacked by suspected al Shabaab militia, which was later confirmed. The incident took place between Milimani and Basuba area in Lamu East sub-county. The five were taken to an unknown location. Kenyan security forces launched a search mission in response.",0,1552577402,KEN
4870391,404,KEN4579,4579,10/09/2014,2014,1,Battles,Armed clash,Maasai Ethnic Militia (Kenya),,4,Maasai Ethnic Militia (Kenya),,4,44,Eastern Africa,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3072,36.0723,1,The Star (Nairobi),National,"Rival Maasai groups clash over land ownership at a farm in Nakuru. One death, one injury reported.",1,1552577402,KEN
4870400,404,KEN4580,4580,10/09/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyandarua,Kinangop,Njabini/Kiburu,Kinangop,-0.7308,36.6591,1,The Star (Nairobi),National,Residents of Kinangop in Nyandarua county held a demonstration to protest the murder of a businessman. The protesters accused a local for the death.,0,1552577402,KEN
4870383,404,KEN4581,4581,10/09/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kisumu,Kisumu West,North West Kisumu,Maseno,-0.0042,34.6095,1,The Star (Nairobi),National,A section of Maseno University students engaged police in running battles in a strike due to the disruption of the student union elections by some candidates supporters. No reported injuries.,0,1552577402,KEN
4870461,404,KEN4578,4578,10/08/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Lari,Lari/Kirenga,Kinale,-1.0255,36.6323,1,The Star (Nairobi),National,"Boda boda motorcyclists in Kinale, Lari sub county, protest against an AP officer after an arrest of a colleague which they thought unjustified.",0,1552577403,KEN
4870480,404,KEN4576,4576,10/07/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Kiambu,Riabai,Kiambu,-1.1667,36.8333,1,The Star (Nairobi),National,Residents protest insecurity in the area. The protest comes after an increased number of armed thefts in the village in recent weeks.,0,1552577403,KEN
4870481,404,KEN4577,4577,10/07/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Elgeyo-Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,2,The Star (Nairobi),National,"A vigilante group attack a group of suspected witchdoctors at Kiptuilong village, Elgeyo Marakwet County. Some residents claimed the family had bewitched an old man in the village. Some of the victims were admitted to a hospital with serious injuries.",0,1552577403,KEN
4870533,404,KEN4575,4575,10/06/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Manyatta,Kirimari,Embu,-0.5333,37.45,1,The Star (Nairobi),National,"A man was lynched by residents in Nduuri village (neighbourhood), Embu East, for assaulting his mother.",1,1552577403,KEN
4870601,404,KEN4574,4574,10/05/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Manyatta,Kirimari,Embu,-0.5333,37.45,1,The Star (Nairobi),National,A man was on Sunday night lynched by residents at Dallas estate in Embu town after allegedly trying to break into a womans house.,1,1552577403,KEN
4870634,404,KEN4573,4573,10/04/2014,2014,1,Violence against civilians,Attack,Garre Clan Militia (Somalia),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Bula Dawa,4.1015,41.0092,1,The Star (Nairobi),National,"Two men Degodia men looking for their lost donkeys were attacked by Garre militia at Bula Dawa, Rhamu sub county, one death, one injury. The two clans have a history of rivalry.",1,1552577403,KEN
4870658,404,KEN4572,4572,10/04/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Agence France Presse,International,Demonstrators protest on Nairobi (as well as other World Cities) against rhino and elephant poaching.,0,1552577403,KEN
4870679,404,KEN4571,4571,10/03/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.4167,36.95,1,The Star (Nairobi),National,Dedan Kimathi University students protest over two consecutive days over delayed loans from the Higher Education Loans Board. The protests caused the institution to close on the second day.,0,1552577403,KEN
4870706,404,KEN4570,4570,10/03/2014,2014,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Taita Taveta,Voi,Kaloleni,Voi,-3.3961,38.5561,1,Leadership (Abuja),Regional,"Youth paralysed business on the Nairobi-Mombasa highway after they barricaded the road and lit fires in Voi to protest against discrimination in employment of locals at the Standard Gauge Railway project, which has employed foreign labour. No reported violence.",0,1552577403,KEN
4870729,404,KEN4569,4569,10/02/2014,2014,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.4167,36.95,1,The Star (Nairobi),National,Dedan Kimathi University students protest over two consecutive days over delayed loans from the Higher Education Loans Board. The protests caused the institution to close on the second day.,0,1552577403,KEN
4870841,404,KEN4567,4567,9/30/2014,2014,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Machakos,Machakos Town,Machakos Central,Machakos,-1.5167,37.2667,1,The Star (Nairobi),National,"Machakos University College students protest over absentee lecturers, many of whom have not been attending classes. Six arrests reported.",0,1552577403,KEN
4870842,404,KEN4568,4568,9/30/2014,2014,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kisumu,Muhoroni,Chemelil,Chemelil,-0.0667,35.0667,1,The Star (Nairobi),National,Residents lynch a suspected cattle thief in Chemelil.,1,1552577403,KEN
